congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
113,House,20955,71,27,CA,100,0,1,"CHU, Judy",C001080,1953,,-0.482,-0.37,-99.75959,0.90312,979,50,,-0.53,-0.179
113,House,20958,71,3,CA,100,0,1,"GARAMENDI, John",G000559,1945,,-0.313,-0.096,-238.24518,0.78763,998,108,,-0.271,-0.132
113,House,20963,71,50,CA,200,0,1,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-128.72161,0.87452,960,57,,0.531,0.11
113,House,21109,71,10,CA,200,0,1,"DENHAM, Jeff",D000612,1967,,0.306,0.212,-169.03896,0.84589,1010,76,,0.273,0.261
113,House,21110,71,37,CA,100,0,1,"BASS, Karen",B001270,1953,,-0.584,-0.098,-98.30027,0.89653,900,53,,-0.533,-0.164
113,House,21195,71,44,CA,100,0,1,"HAHN, Janice",H001063,1952,,-0.39,-0.376,-107.26435,0.9,1016,40,,-0.424,-0.344
113,House,21302,71,1,CA,200,0,1,"LaMALFA, Doug",L000578,1960,,0.541,0.011,-105.33008,0.89984,998,34,,0.57,0.188
113,House,21303,71,2,CA,100,0,1,"HUFFMAN, Jared",H001068,1964,,-0.431,-0.511,-110.31595,0.89535,998,36,,-0.426,-0.432
113,House,21304,71,7,CA,100,0,1,"BERA, Ami",B001287,1965,,-0.246,0.007,-202.51999,0.81944,1017,95,,-0.202,-0.108
113,House,21305,71,8,CA,200,0,1,"COOK, Paul",C001094,1943,,0.372,0.208,-131.11415,0.87859,1013,59,,0.432,0.116
113,House,21306,71,15,CA,100,0,1,"SWALWELL, Eric",S001193,1980,,-0.354,-0.047,-167.09149,0.84835,1016,79,,-0.374,-0.048
113,House,21307,71,21,CA,200,0,1,"VALADAO, David G.",V000129,1977,,0.258,0.438,-172.28231,0.84389,1015,72,,0.247,0.308
113,House,21308,71,26,CA,100,0,1,"BROWNLEY, Julia",B001285,1952,,-0.303,0.049,-180.04383,0.8379,1018,88,,-0.271,0.012
113,House,21309,71,29,CA,100,0,1,"CÁRDENAS, Tony",C001097,1963,,-0.39,-0.046,-173.77332,0.83675,975,68,,-0.361,0.025
113,House,21310,71,35,CA,100,0,1,"NEGRETE McLEOD, Gloria",N000187,1941,,-0.437,0.035,-133.89662,0.855,856,65,,-0.429,0.009
113,House,21311,71,36,CA,100,0,1,"RUIZ, Raul",R000599,1972,,-0.258,0.045,-291.79054,0.74473,990,143,,-0.199,0.015
113,House,21312,71,41,CA,100,0,1,"TAKANO, Mark",T000472,1960,,-0.458,-0.328,-147.66403,0.86498,1018,54,,-0.461,-0.075
113,House,21313,71,47,CA,100,0,1,"LOWENTHAL, Alan",L000579,1941,,-0.449,-0.384,-89.67492,0.91496,1009,37,,-0.474,-0.304
113,House,21314,71,51,CA,100,0,1,"VARGAS, Juan",V000130,1961,,-0.397,0.024,-156.69759,0.85483,999,69,,-0.383,0.166
113,House,21315,71,52,CA,100,0,1,"PETERS, Scott",P000608,1958,,-0.193,-0.033,-302.86451,0.74136,1012,148,,-0.161,-0.159
113,House,29106,71,43,CA,100,0,1,"WATERS, Maxine",W000187,1938,,-0.656,-0.095,-126.04691,0.87708,961,52,,-0.531,-0.068
113,House,29312,71,18,CA,100,0,1,"ESHOO, Anna Georges",E000215,1942,,-0.379,-0.372,-105.56585,0.89972,999,34,,-0.379,-0.407
113,House,29313,71,20,CA,100,0,1,"FARR, Sam",F000030,1941,,-0.455,-0.219,-129.45034,0.877,985,50,,-0.439,-0.137
113,House,29315,71,25,CA,200,0,1,"McKEON, Howard P. (Buck)",M000508,1938,,0.396,0.208,-126.13141,0.88,983,56,,0.297,0.616
113,House,29316,71,34,CA,100,0,1,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-78.82904,0.92294,983,30,,-0.508,-0.318
113,House,29317,71,40,CA,100,0,1,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-91.9535,0.91206,999,37,,-0.48,-0.097
113,House,29321,71,39,CA,200,0,1,"ROYCE, Edward Randall",R000487,1951,,0.657,-0.353,-129.45921,0.8788,1002,51,,0.563,-0.173
113,House,29323,71,42,CA,200,0,1,"CALVERT, Ken",C000059,1953,,0.339,0.276,-86.5855,0.91784,1010,30,,0.296,0.471
113,House,29504,71,19,CA,100,0,1,"LOFGREN, Zoe",L000397,1947,,-0.398,-0.405,-177.93098,0.83818,1008,67,,-0.361,-0.374
113,House,29707,71,30,CA,100,0,1,"SHERMAN, Brad",S000344,1954,,-0.344,-0.136,-157.32915,0.85602,1012,59,,-0.322,-0.116
113,House,29709,71,46,CA,100,0,1,"SANCHEZ, Loretta",S000030,1960,,-0.367,0.025,-205.52164,0.808,966,89,,-0.329,0.015
113,House,29774,71,24,CA,100,0,1,"CAPPS, Lois",C001036,1938,,-0.389,-0.227,-124.611,0.884,1014,44,,-0.361,-0.285
113,House,29778,71,13,CA,100,0,1,"LEE, Barbara",L000551,1946,,-0.676,-0.582,-94.05006,0.91015,999,54,,-0.651,-0.444
113,House,29901,71,5,CA,100,0,1,"THOMPSON, Michael",T000460,1951,,-0.392,0.072,-168.92685,0.8457,1008,89,,-0.392,-0.197
113,House,29903,71,32,CA,100,0,1,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.247,-103.97043,0.89944,981,50,,-0.477,-0.288
113,House,29905,71,31,CA,200,0,1,"MILLER, Gary G.",M001139,1948,,0.478,0.222,-81.82418,0.886,674,35,,0.335,0.181
113,House,20704,62,5,CO,200,0,1,"LAMBORN, Doug",L000564,1954,,0.665,0.257,-121.05007,0.88758,1015,44,,0.622,0.181
113,House,20705,62,7,CO,100,0,1,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-227.46068,0.79039,967,95,,-0.282,0.067
113,House,20904,62,2,CO,100,0,1,"POLIS, Jared",P000598,1975,,-0.278,-0.692,-276.30493,0.7413,923,97,,-0.247,-0.719
113,House,20906,62,6,CO,200,0,1,"COFFMAN, Mike",C001077,1955,,0.492,-0.213,-178.39351,0.83897,1016,89,,0.458,-0.299
113,House,21111,62,3,CO,200,0,1,"TIPTON, Scott",T000470,1956,,0.451,-0.023,-166.62295,0.84553,993,83,,0.473,-0.045
113,House,21112,62,4,CO,200,0,1,"GARDNER, Cory",G000562,1974,,0.444,-0.029,-164.2859,0.84836,999,82,,0.426,0.094
113,House,29710,62,1,CO,100,0,1,"DeGETTE, Diana",D000197,1957,,-0.431,-0.308,-85.78589,0.91469,962,29,,-0.4,-0.36
113,House,20706,1,2,CT,100,0,1,"COURTNEY, Joe",C001069,1953,,-0.337,0.041,-156.56472,0.85508,1000,76,,-0.342,-0.043
113,House,20907,1,4,CT,100,0,1,"HIMES, James A.",H001047,1966,,-0.241,-0.209,-186.6805,0.83017,1003,80,,-0.275,-0.239
113,House,21316,1,5,CT,100,0,1,"ESTY, Elizabeth",E000293,1959,,-0.315,-0.078,-142.99901,0.86762,1007,69,,-0.303,-0.146
113,House,29109,1,3,CT,100,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.107,-101.75498,0.90195,986,40,,-0.421,-0.191
113,House,29908,1,1,CT,100,0,1,"LARSON, John B.",L000557,1948,,-0.396,-0.039,-131.70452,0.87695,1003,48,,-0.388,-0.057
113,House,21113,11,1,DE,100,0,1,"CARNEY, John C., Jr.",C001083,1956,,-0.256,-0.142,-158.61333,0.848,962,56,,-0.292,-0.135
113,House,13047,43,13,FL,200,1,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013,0.325,-0.112,-63.00568,0.818,313,31,,0.351,0.114
113,House,15634,43,27,FL,200,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-178.02085,0.82993,955,73,,0.245,0.132
113,House,20110,43,1,FL,200,0,1,"MILLER, Jefferson B. (Jeff)",M001144,1959,,0.633,0.155,-130.6889,0.874,971,64,,0.574,0.166
113,House,20111,43,4,FL,200,0,1,"CRENSHAW, Ander",C001045,1944,,0.333,0.337,-105.48282,0.9,999,45,,0.282,0.418
113,House,20316,43,25,FL,200,0,1,"DIAZ-BALART, Mario",D000600,1961,,0.281,0.158,-129.69753,0.87387,962,47,,0.231,0.26
113,House,20504,43,23,FL,100,0,1,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.415,0.102,-152.49263,0.85256,956,61,,-0.438,0.225
113,House,20708,43,14,FL,100,0,1,"CASTOR, Kathy",C001066,1966,,-0.438,0.072,-117.04009,0.88634,970,59,,-0.486,0.063
113,House,20709,43,16,FL,200,0,1,"BUCHANAN, Vernon G.",B001260,1951,,0.362,-0.084,-140.97081,0.86715,989,52,,0.423,-0.174
113,House,20758,43,12,FL,200,0,1,"BILIRAKIS, Gus",B001257,1963,,0.423,-0.032,-128.72325,0.87967,1004,54,,0.471,-0.003
113,House,20908,43,9,FL,100,0,1,"GRAYSON, Alan",G000556,1958,,-0.363,-0.457,-182.32256,0.832,994,62,,-0.394,-0.358
113,House,20909,43,8,FL,200,0,1,"POSEY, Bill",P000599,1947,,0.533,-0.353,-239.48865,0.79,1016,100,,0.549,-0.569
113,House,20910,43,17,FL,200,0,1,"ROONEY, Thomas J.",R000583,1970,,0.458,0.013,-210.44561,0.81175,1009,90,,0.44,-0.042
113,House,20959,43,21,FL,100,0,1,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-113.99734,0.89195,997,43,,-0.415,-0.091
113,House,21114,43,2,FL,200,0,1,"SOUTHERLAND, Steve",S001186,1965,,0.56,0.063,-117.2386,0.89,1009,53,,0.493,0.168
113,House,21115,43,11,FL,200,0,1,"NUGENT, Richard",N000185,1951,,0.483,0.077,-151.64545,0.86,1002,76,,0.467,0.081
113,House,21116,43,10,FL,200,0,1,"WEBSTER, Daniel A.",W000806,1949,,0.522,-0.077,-142.85336,0.865,985,53,,0.419,-0.008
113,House,21117,43,15,FL,200,0,1,"ROSS, Dennis",R000593,1959,,0.531,0.099,-122.20626,0.88625,1012,43,,0.493,0.068
113,House,21118,43,24,FL,100,0,1,"WILSON, Frederica",W000808,1942,,-0.476,-0.006,-99.06124,0.90569,1000,33,,-0.454,-0.081
113,House,21317,43,3,FL,200,0,1,"YOHO, Ted",Y000065,1955,,0.704,-0.365,-184.59009,0.83342,1013,89,,0.73,-0.308
113,House,21318,43,6,FL,200,0,1,"DeSANTIS, Ron",D000621,1978,,0.663,-0.105,-123.91163,0.8855,1019,68,,0.694,-0.134
113,House,21319,43,18,FL,100,0,1,"MURPHY, Patrick",M001191,1983,,-0.186,-0.026,-305.4494,0.739,1010,148,,-0.144,-0.057
113,House,21320,43,19,FL,200,1,1,"RADEL, Trey",R000596,1976,,0.702,-0.25,-95.41688,0.827,502,60,,0.698,-0.304
113,House,21321,43,22,FL,100,0,1,"FRANKEL, Lois",F000462,1948,,-0.397,-0.025,-116.78283,0.88957,998,47,,-0.421,-0.022
113,House,21322,43,26,FL,100,0,1,"GARCIA, Joe",G000573,1963,,-0.204,0.032,-245.92149,0.779,984,122,,-0.201,0.02
113,House,21377,43,19,FL,200,2,2,"CLAWSON, Curt",C001102,1959,,0.626,-0.509,-23.63826,0.872,172,12,,0.66,-0.26
113,House,21401,43,13,FL,200,2,2,"JOLLY, David W.",J000296,1972,,0.23,0.058,-68.48647,0.836,382,26,,0.232,0.126
113,House,29328,43,5,FL,100,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-121.67387,0.883,974,45,,-0.429,0.228
113,House,29331,43,7,FL,200,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-138.16368,0.873,1020,54,,0.515,-0.027
113,House,29337,43,20,FL,100,0,1,"HASTINGS, Alcee Lamar",H000324,1936,2021,-0.564,0.157,-147.95346,0.851,917,57,,-0.522,-0.059
113,House,15431,44,5,GA,100,0,1,"LEWIS, John R.",L000287,1940,2020,-0.589,-0.221,-100.59267,0.89347,893,53,,-0.549,-0.165
113,House,20319,44,11,GA,200,0,1,"GINGREY, Phil",G000550,1942,,0.561,0.272,-130.27149,0.87,932,50,,0.572,-0.004
113,House,20321,44,13,GA,100,0,1,"SCOTT, David",S001157,1945,,-0.304,0.169,-215.43759,0.80301,982,89,,-0.344,0.17
113,House,20505,44,6,GA,200,0,1,"PRICE, Tom",P000591,1954,,0.644,-0.073,-124.18757,0.88441,1011,62,,0.658,-0.037
113,House,20506,44,3,GA,200,0,1,"WESTMORELAND, Lynn A.",W000796,1950,,0.672,0.189,-154.39228,0.852,966,66,,0.658,-0.146
113,House,20507,44,12,GA,100,0,1,"BARROW, John",B001252,1955,,-0.119,0.46,-392.97464,0.68,1020,154,,-0.134,0.523
113,House,20712,44,4,GA,100,0,1,"JOHNSON, Hank",J000288,1954,,-0.477,-0.052,-153.96312,0.85239,964,68,,-0.478,0.137
113,House,20753,44,10,GA,200,0,1,"BROUN, Paul C., Jr.",B001262,1946,,0.913,-0.408,-326.47545,0.721,998,135,,0.991,-0.136
113,House,20962,44,14,GA,200,0,1,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-133.77925,0.87583,1009,84,,0.753,-0.099
113,House,21122,44,7,GA,200,0,1,"WOODALL, Rob",W000810,1970,,0.593,-0.173,-186.16508,0.83106,1006,93,,0.699,-0.383
113,House,21123,44,8,GA,200,0,1,"SCOTT, Austin",S001189,1969,,0.535,0.368,-104.1458,0.90202,1010,39,,0.549,0.367
113,House,21323,44,9,GA,200,0,1,"COLLINS, Doug",C001093,1966,,0.61,0.134,-126.2227,0.87869,976,66,,0.651,0.084
113,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-130.70729,0.864,897,49,,0.69,-0.059
113,House,29339,44,2,GA,100,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.287,0.446,-268.53662,0.75752,967,129,,-0.302,0.531
113,House,21124,82,1,HI,100,0,1,"HANABUSA, Colleen",H001050,1951,,-0.37,0.004,-114.91725,0.88025,901,45,,-0.361,-0.038
113,House,21324,82,2,HI,100,0,1,"GABBARD, Tulsi",G000571,1981,,-0.274,-0.282,-221.24951,0.79864,984,83,,-0.271,-0.091
113,House,21125,63,1,ID,200,0,1,"LABRADOR, Raúl R.",L000573,1967,,0.735,-0.571,-206.15415,0.81098,984,92,,0.765,-0.59
113,House,29910,63,2,ID,200,0,1,"SIMPSON, Michael K.",S001148,1950,,0.296,0.312,-93.22117,0.91099,1000,28,,0.29,0.415
113,House,20508,21,3,IL,100,0,1,"LIPINSKI, Daniel",L000563,1966,,-0.227,0.176,-282.61225,0.75317,997,129,,-0.205,0.083
113,House,20715,21,6,IL,200,0,1,"ROSKAM, Peter",R000580,1961,,0.429,0.018,-112.96879,0.89408,1009,47,,0.392,0.362
113,House,20749,21,11,IL,100,0,1,"FOSTER, Bill",F000454,1955,,-0.238,-0.224,-214.85663,0.80871,1012,100,,-0.233,-0.118
113,House,20914,21,18,IL,200,0,1,"SCHOCK, Aaron",S001179,1981,,0.311,0.185,-120.10981,0.885,979,53,,0.297,0.264
113,House,20954,21,5,IL,100,0,1,"QUIGLEY, Mike",Q000023,1958,,-0.326,-0.231,-113.20854,0.89266,997,35,,-0.342,-0.277
113,House,21128,21,16,IL,200,0,1,"KINZINGER, Adam",K000378,1978,,0.234,0.382,-146.60723,0.86526,1013,70,,0.282,0.465
113,House,21129,21,14,IL,200,0,1,"HULTGREN, Randy",H001059,1966,,0.49,-0.034,-116.15599,0.89177,1014,44,,0.549,-0.068
113,House,21325,21,8,IL,100,0,1,"DUCKWORTH, Tammy",D000622,1968,,-0.341,0.063,-229.42331,0.7884,965,94,,-0.274,0.006
113,House,21326,21,10,IL,100,0,1,"SCHNEIDER, Brad",S001190,1961,,-0.196,-0.122,-182.01046,0.83344,999,68,,-0.188,-0.21
113,House,21327,21,12,IL,100,0,1,"ENYART, Bill",E000292,1949,,-0.251,0.159,-242.42401,0.784,997,93,,-0.244,0.13
113,House,21328,21,13,IL,200,0,1,"DAVIS, Rodney",D000619,1970,,0.279,0.17,-209.18606,0.81107,999,103,,0.33,0.008
113,House,21329,21,17,IL,100,0,1,"BUSTOS, Cheri",B001286,1961,,-0.239,0.054,-210.04878,0.81054,1000,95,,-0.211,0.035
113,House,21371,21,2,IL,100,1,2,"KELLY, Robin L.",K000385,1956,,-0.472,-0.021,-99.4958,0.89875,932,45,,-0.45,0.005
113,House,29346,21,1,IL,100,0,1,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-107.27976,0.84204,624,52,,-0.444,-0.133
113,House,29348,21,4,IL,100,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-111.62539,0.88061,878,45,,-0.453,-0.235
113,House,29717,21,7,IL,100,0,1,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.266,-121.64798,0.8811,961,37,,-0.445,-0.176
113,House,29718,21,15,IL,200,0,1,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-143.70001,0.86178,966,51,,0.277,0.263
113,House,29911,21,9,IL,100,0,1,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.602,-0.292,-91.0716,0.91337,1005,52,,-0.731,-0.097
113,House,15124,22,1,IN,100,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-197.22294,0.81987,993,96,,-0.401,0.217
113,House,20757,22,7,IN,100,0,1,"CARSON, André",C001072,1974,,-0.435,0.03,-179.78065,0.8365,1007,70,,-0.409,0.049
113,House,21100,22,3,IN,200,0,1,"STUTZMAN, Marlin",S001188,1976,,0.728,-0.119,-125.87566,0.88128,996,52,,0.736,-0.11
113,House,21131,22,4,IN,200,0,1,"ROKITA, Todd",R000592,1970,,0.602,-0.16,-98.61102,0.90371,974,32,,0.596,-0.145
113,House,21132,22,8,IN,200,0,1,"BUCSHON, Larry",B001275,1962,,0.38,0.385,-114.51307,0.89311,1013,62,,0.443,0.153
113,House,21133,22,9,IN,200,0,1,"YOUNG, Todd",Y000064,1972,,0.439,-0.026,-118.41081,0.88958,1012,50,,0.448,0.133
113,House,21330,22,2,IN,200,0,1,"WALORSKI, Jackie",W000813,1963,2022,0.436,0.315,-111.55575,0.89621,1018,51,,0.405,0.361
113,House,21331,22,5,IN,200,0,1,"BROOKS, Susan",B001284,1960,,0.352,0.217,-99.73199,0.9065,1016,47,,0.403,0.355
113,House,21332,22,6,IN,200,0,1,"MESSER, Luke",M001189,1969,,0.563,-0.086,-105.21165,0.9007,1006,35,,0.561,0.026
113,House,20325,31,4,IA,200,0,1,"KING, Steve",K000362,1949,,0.613,0.171,-144.44912,0.86411,989,52,,0.528,0.212
113,House,20719,31,1,IA,100,0,1,"BRALEY, Bruce",B001259,1957,,-0.31,-0.205,-216.15749,0.806,1001,101,,-0.249,-0.265
113,House,20720,31,2,IA,100,0,1,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-215.20315,0.80861,1013,91,,-0.228,-0.154
113,House,29522,31,3,IA,200,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-137.71153,0.873,1012,60,,0.259,0.49
113,House,20915,32,2,KS,200,0,1,"JENKINS, Lynn",J000290,1963,,0.523,0.004,-152.61619,0.86091,1019,78,,0.537,0.094
113,House,21134,32,1,KS,200,0,1,"HUELSKAMP, Tim",H001057,1968,,0.744,-0.466,-200.51034,0.819,1004,88,,0.821,0.003
113,House,21135,32,3,KS,200,0,1,"YODER, Kevin",Y000063,1976,,0.558,0.03,-139.36105,0.87159,1014,69,,0.55,0.065
113,House,21136,32,4,KS,200,0,1,"POMPEO, Mike",P000602,1963,,0.66,0.164,-90.16382,0.90946,950,31,,0.643,0.194
113,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.152,-98.19814,0.90566,991,36,,0.282,0.512
113,House,20723,51,3,KY,100,0,1,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-117.44796,0.8876,985,44,,-0.407,-0.195
113,House,20916,51,2,KY,200,0,1,"GUTHRIE, Brett",G000558,1964,,0.428,0.269,-104.54772,0.90194,1013,47,,0.426,0.203
113,House,21333,51,6,KY,200,0,1,"BARR, Garland H. (Andy) IV",B001282,1973,,0.486,0.3,-119.13794,0.88935,1016,59,,0.45,0.235
113,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-143.68819,0.864,983,57,,0.329,0.168
113,House,31102,51,4,KY,200,0,1,"MASSIE, Thomas",M001184,1971,,0.678,-0.735,-334.16521,0.72018,1018,149,,0.986,-0.166
113,House,20514,45,3,LA,200,0,1,"BOUSTANY, Charles W.",B001255,1956,,0.392,0.308,-108.11591,0.899,1016,37,,0.397,0.56
113,House,20759,45,1,LA,200,0,1,"SCALISE, Steve",S001176,1965,,0.558,0.171,-90.98456,0.91345,1005,31,,0.604,0.14
113,House,20918,45,4,LA,200,0,1,"FLEMING, John",F000456,1951,,0.59,0.022,-128.97618,0.881,1021,62,,0.667,0.185
113,House,20919,45,6,LA,200,0,1,"CASSIDY, Bill",C001075,1957,,0.463,-0.046,-140.47691,0.86633,979,53,,0.43,-0.033
113,House,21137,45,2,LA,100,0,1,"RICHMOND, Cedric",R000588,1973,,-0.486,0.332,-175.21208,0.82002,883,79,,-0.415,0.304
113,House,21374,45,5,LA,200,2,2,"McALLISTER, Vance M.",M001192,1974,,0.393,0.399,-59.93011,0.88,469,18,,0.399,0.27
113,House,90327,45,5,LA,200,1,1,"ALEXANDER, Rodney",A000361,1946,,0.331,0.408,-54.30771,0.875,405,16,,0.277,0.448
113,House,20328,2,2,ME,100,0,1,"MICHAUD, Michael H.",M001149,1955,,-0.283,-0.071,-197.72735,0.823,1017,78,,-0.291,-0.179
113,House,20920,2,1,ME,100,0,1,"PINGREE, Chellie",P000597,1955,,-0.422,-0.367,-108.46661,0.89672,995,36,,-0.43,-0.49
113,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.122,-150.78114,0.8559,969,76,,-0.427,0.219
113,House,20329,52,2,MD,100,0,1,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.299,0.12,-171.10842,0.83874,973,66,,-0.32,0.177
113,House,20330,52,8,MD,100,0,1,"VAN HOLLEN, Christopher",V000128,1959,,-0.396,-0.222,-113.58874,0.89363,1010,46,,-0.448,-0.097
113,House,20724,52,3,MD,100,0,1,"SARBANES, John",S001168,1962,,-0.466,-0.078,-114.02705,0.89203,998,61,,-0.524,-0.081
113,House,20763,52,4,MD,100,0,1,"EDWARDS, Donna F.",E000290,1958,,-0.562,-0.294,-91.09961,0.911,983,43,,-0.6,-0.42
113,House,21139,52,1,MD,200,0,1,"HARRIS, Andy",H001052,1957,,0.673,-0.375,-161.53286,0.85247,1012,65,,0.611,-0.105
113,House,21334,52,6,MD,100,0,1,"DELANEY, John",D000620,1963,,-0.276,0.041,-181.93895,0.83304,996,72,,-0.285,0.008
113,House,29587,52,7,MD,100,0,1,"CUMMINGS, Elijah Eugene",C000984,1951,2019,-0.438,-0.148,-105.17372,0.90045,1003,47,,-0.479,-0.107
113,House,14435,3,5,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.516,-0.469,-22.90761,0.84393,135,10,,-0.481,-0.877
113,House,15616,3,1,MA,100,0,1,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.106,-108.8792,0.89362,968,59,,-0.435,-0.154
113,House,20119,3,8,MA,100,0,1,"LYNCH, Stephen F.",L000562,1955,,-0.345,0.05,-201.43617,0.80803,945,94,,-0.316,-0.17
113,House,20754,3,3,MA,100,0,1,"TSONGAS, Nicola S. (Niki)",T000465,1946,,-0.396,-0.199,-118.9719,0.88644,987,46,,-0.422,-0.148
113,House,21140,3,9,MA,100,0,1,"KEATING, William R.",K000375,1952,,-0.33,-0.099,-164.73392,0.84784,998,75,,-0.322,-0.227
113,House,21335,3,4,MA,100,0,1,"KENNEDY, Joseph P. III",K000379,1980,,-0.421,-0.206,-113.48796,0.89372,1010,36,,-0.438,-0.114
113,House,21375,3,5,MA,100,2,2,"CLARK, Katherine M.",C001101,1963,,-0.485,-0.27,-30.30566,0.93755,470,12,,-0.495,-0.441
113,House,29729,3,2,MA,100,0,1,"McGOVERN, James P.",M000312,1959,,-0.538,-0.338,-90.5433,0.91352,1001,56,,-0.666,-0.302
113,House,29730,3,6,MA,100,0,1,"TIERNEY, John F.",T000266,1951,,-0.488,-0.433,-143.61142,0.866,998,50,,-0.366,-0.617
113,House,29919,3,7,MA,100,0,1,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.082,-132.86972,0.87174,968,57,,-0.525,-0.229
113,House,2605,23,12,MI,100,0,1,"DINGELL, John David, Jr.",D000355,1926,2019,-0.448,0.313,-153.74356,0.848,933,62,,-0.405,0.102
113,House,10713,23,13,MI,100,0,1,"CONYERS, John, Jr.",C000714,1929,2019,-0.658,-0.512,-116.69178,0.88828,985,52,,-0.515,-0.482
113,House,15033,23,9,MI,100,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-143.30644,0.86869,1018,62,,-0.419,0.002
113,House,15446,23,6,MI,200,0,1,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-163.57005,0.84925,1001,61,,0.397,-0.181
113,House,20120,23,8,MI,200,0,1,"ROGERS, Mike",R000572,1963,,0.4,0.098,-102.83054,0.898,954,47,,0.383,0.297
113,House,20331,23,10,MI,200,0,1,"MILLER, Candice S.",M001150,1954,,0.343,-0.001,-151.47621,0.862,1020,69,,0.487,0.053
113,House,20725,23,7,MI,200,0,1,"WALBERG, Tim",W000798,1951,,0.499,0.159,-129.49557,0.87933,1007,60,,0.563,0.159
113,House,20923,23,14,MI,100,0,1,"PETERS, Gary C.",P000595,1958,,-0.248,-0.185,-254.76899,0.7741,995,128,,-0.226,-0.082
113,House,21141,23,1,MI,200,0,1,"BENISHEK, Dan",B001271,1952,2021,0.491,-0.15,-191.03716,0.825,990,104,,0.456,-0.177
113,House,21142,23,2,MI,200,0,1,"HUIZENGA, Bill",H001058,1969,,0.533,0.043,-133.99235,0.87633,1015,63,,0.652,0.053
113,House,21143,23,3,MI,200,0,1,"AMASH, Justin",A000367,1980,,0.654,-0.757,-347.46016,0.71083,1018,192,,0.879,-0.477
113,House,21336,23,11,MI,200,0,1,"BENTIVOLIO, Kerry",B001280,1951,,0.723,-0.319,-160.05553,0.855,1018,75,,0.722,-0.346
113,House,21372,23,5,MI,100,0,1,"KILDEE, Dan",K000380,1958,,-0.359,-0.183,-119.77606,0.889,1018,45,,-0.41,-0.089
113,House,29124,23,4,MI,200,0,1,"CAMP, David Lee",C000071,1953,,0.385,-0.048,-107.62213,0.898,1005,28,,0.405,0.071
113,House,14263,33,8,MN,100,0,1,"NOLAN, Richard Michael",N000127,1943,2024,-0.372,-0.372,-247.98863,0.77998,998,111,,-0.326,-0.132
113,House,20122,33,4,MN,100,0,1,"McCOLLUM, Betty",M001143,1954,,-0.419,-0.185,-161.13555,0.85007,992,61,,-0.361,-0.147
113,House,20333,33,2,MN,200,0,1,"KLINE, John",K000363,1947,,0.49,0.154,-104.41383,0.903,1019,47,,0.446,0.247
113,House,20726,33,1,MN,100,0,1,"WALZ, Tim",W000799,1964,,-0.275,0.131,-250.32177,0.77777,996,106,,-0.254,0.023
113,House,20727,33,5,MN,100,0,1,"ELLISON, Keith",E000288,1963,,-0.537,-0.58,-111.17413,0.89265,979,39,,-0.526,-0.523
113,House,20728,33,6,MN,200,0,1,"BACHMANN, Michele",B001256,1956,,0.584,-0.03,-156.06765,0.848,947,50,,0.581,-0.157
